year,person,details,person_links,day,month
۱۳۷۲ ,ابوالقاسم انجوی شیرازی,ادیب و نویسنده,"[{'text': 'ابوالقاسم انجوی شیرازی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85_%D8%A7%D9%86%D8%AC%D9%88%DB%8C_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C'}]",25,6
۱۳۸۴ ,جعفر پتگر,نقاش,"[{'text': 'جعفر پتگر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D9%BE%D8%AA%DA%AF%D8%B1'}]",25,6
۱۳۸۶ ,سید مرتضی عسکری,از علمای بزرگ شیعه,"[{'text': 'سید مرتضی عسکری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D8%B9%D8%B3%DA%A9%D8%B1%DB%8C'}]",25,6
۱۳۹۴ ,ابوالقاسم خزعلی,عضو مجلس خبرگان رهبری,"[{'text': 'ابوالقاسم خزعلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85_%D8%AE%D8%B2%D8%B9%D9%84%DB%8C'}]",25,6
۱۴۰۱ ,‌ مهسا امینی,شهروند ایرانی,"[{'text': 'مهسا امینی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B3%D8%A7_%D8%A7%D9%85%DB%8C%D9%86%DB%8C'}]",25,6
۱۳۵۶ ,واروژ هاخباندیان,آهنگ‌ساز و تنظیم‌کننده موسیقی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'واروژ هاخباندیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D8%B1%D9%88%DA%98%D8%A7%D9%86'}]",26,6
۱۳۹۰ ,احمد دشتی نجفی,مجتهد,"[{'text': 'احمد دشتی نجفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%AF%D8%B4%D8%AA%DB%8C_%D9%86%D8%AC%D9%81%DB%8C'}]",26,6
۱۳۹۱ ,محمدجان شکوری بخارایی,از اعضای آکادمی ملی علم‌های تاجیکستان و فرهنگستان زبان و ادب فارسی,"[{'text': 'محمدجان شکوری بخارایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D8%A7%D9%86_%D8%B4%DA%A9%D9%88%D8%B1%DB%8C_%D8%A8%D8%AE%D8%A7%D8%B1%D8%A7%DB%8C%DB%8C'}]",26,6
۱۳۹۳ ,احمد بیگدلی,رمان‌نویس,"[{'text': 'احمد بیگدلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%A8%DB%8C%DA%AF%D8%AF%D9%84%DB%8C'}]",26,6
۱۳۹۶ ,علی‌اصغر معصومی شاهرودی,نماینده مردم استان خراسان رضوی در مجلس خبرگان رهبری,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'علی\u200cاصغر معصومی شاهرودی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B5%D8%BA%D8%B1_%D9%85%D8%B9%D8%B5%D9%88%D9%85%DB%8C_%D8%B4%D8%A7%D9%87%D8%B1%D9%88%D8%AF%DB%8C'}]",26,6
۱۴۰۲ ,علی‌اصغر رحمانی خلیلی,نماینده حوزه انتخابیه بهشهر، نکا و گلوگاه در دوره نخست مجلس شورای اسلامی، دوره دوم مجلس شورای اسلامی و دوره ششم مجلس شورای اسلامی,"[{'text': 'علی\u200cاصغر رحمانی خلیلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B5%D8%BA%D8%B1_%D8%B1%D8%AD%D9%85%D8%A7%D9%86%DB%8C_%D8%AE%D9%84%DB%8C%D9%84%DB%8C'}]",26,6
۱۳۶۷ ,محمدحسین شهریار,شاعر,"[{'text': 'محمدحسین شهریار', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D8%A7%D8%B1_(%D8%B4%D8%A7%D8%B9%D8%B1)'}]",27,6
۱۳۸۲ ,عباس صادقی,شاعر,[],27,6
۱۳۹۵ ,بهمن گلبارنژاد,دوچرخه سوار تیم ملی معلولان ایران,"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': 'بهمن گلبارنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86_%DA%AF%D9%84%D8%A8%D8%A7%D8%B1%D9%86%DA%98%D8%A7%D8%AF'}]",27,6
۱۴۰۰ ,سید فخرالدین موسوی ننه‌کرانی,نماینده استان اردبیل در دوره پنجم مجلس خبرگان رهبری,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سید فخرالدین موسوی ننه\u200cکرانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%81%D8%AE%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%85%D9%88%D8%B3%D9%88%DB%8C_%D9%86%D9%86%D9%87%E2%80%8C%DA%A9%D8%B1%D8%A7%D9%86%DB%8C'}]",27,6
۱۴۰۳ ,اوین آغاسی,خوانندۀ ایرانی-آمریکایی,"[{'text': 'اوین آغاسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%88%DB%8C%D9%86_%D8%A2%D8%BA%D8%A7%D8%B3%DB%8C'}]",27,6
۱۳۸۴ ,حسین شکوئی,جغرافی‌دان و بنیان‌گذار گروه جغرافیای دانشگاه ملی (ز. ۱۳۱۲),"[{'text': 'حسین شکوئی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B4%DA%A9%D9%88%DB%8C%DB%8C'}]",28,6
۱۳۹۶ ,شهناز خلیلی ایرندگانی,هنرمند سوزن دوزی,"[{'text': 'شهناز خلیلی ایرندگانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D9%86%D8%A7%D8%B2_%D8%AE%D9%84%DB%8C%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D9%86%D8%AF%DA%AF%D8%A7%D9%86%DB%8C'}]",28,6
۱۴۰۱ ,فریدون محمودی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فریدون محمودی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D9%85%D8%AD%D9%85%D9%88%D8%AF%DB%8C'}]",28,6
۱۴۰۲ ,آرش میراحمدی,بازیگر,"[{'text': 'آرش میراحمدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%B4_%D9%85%DB%8C%D8%B1%D8%A7%D8%AD%D9%85%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",28,6
۱۴۰۲ ,ابراهیم کیهانی,کارگردان,"[{'text': 'ابراهیم کیهانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%DA%A9%DB%8C%D9%87%D8%A7%D9%86%DB%8C'}]",28,6
۱۲۸۹ ,عضدالملک,سیاستمدار,"[{'text': 'عضدالملک', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B6%D8%AF%D8%A7%D9%84%D9%85%D9%84%DA%A9'}]",30,6
۱۳۷۵ ,محمد مجدآرا,نماینده دوره‌های سوم، چهارم و پنجم مجلس شورای اسلامی از حوزه انتخابی شهرستان بابلسر، فریدونکنار,"[{'text': 'محمد مجدآرا', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%AC%D8%AF%D8%A2%D8%B1%D8%A7'}]",30,6
۱۳۸۸ ,پرویز مشکاتیان,آهنگساز، موسیقی‌دان، نوازنده سرشناس سنتور، استاد دانشگاه و پژوهشگر,"[{'text': 'پرویز مشکاتیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D9%85%D8%B4%DA%A9%D8%A7%D8%AA%DB%8C%D8%A7%D9%86'}]",30,6
۱۳۸۹ ,عبدالرضا سودبخش,دانشیار و عضو هیئت علمی دانشگاه علوم پزشکی تهران,"[{'text': 'عبدالرضا سودبخش', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%B6%D8%A7_%D8%B3%D9%88%D8%AF%D8%A8%D8%AE%D8%B4'}]",30,6
۱۳۹۰ ,علی‌رضا ملاسلطانی,قاتل روح‌الله داداشی,"[{'text': 'علی\u200cرضا ملاسلطانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D9%85%D9%84%D8%A7%D8%B3%D9%84%D8%B7%D8%A7%D9%86%DB%8C'}]",30,6
۱۳۹۲ ,احمد عطایی,از پیشگامان صنعت نشر در ایران و مؤسس انتشارات عطایی,"[{'text': 'احمد عطایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%B9%D8%B7%D8%A7%DB%8C%DB%8C'}]",30,6
۱۴۰۰ ,شاهین ناصری,زندانی عادی در زندان فشافویه که شاهد شکنجه نوید افکاری بود.,"[{'text': 'شاهین ناصری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%DB%8C%D9%86_%D9%86%D8%A7%D8%B5%D8%B1%DB%8C'}]",30,6
۱۴۰۱ ,حدیث نجفی,از جان‌باختگان اعتراضات سراسری ۱۴۰۱ ایران,"[{'text': 'حدیث نجفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%AF%DB%8C%D8%AB_%D9%86%D8%AC%D9%81%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",30,6
۱۴۰۱ ,غزاله چلابی,از جان‌باختگان اعتراضات سراسری ۱۴۰۱ ایران,"[{'text': 'غزاله چلابی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D8%B2%D8%A7%D9%84%D9%87_%DA%86%D9%84%D8%A7%D8%A8%DB%8C'}]",30,6
۱۴۰۱ ,حنانه کیا,از جان‌باختگان اعتراضات سراسری ۱۴۰۱ ایران,"[{'text': 'حنانه کیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%86%D8%A7%D9%86%D9%87_%DA%A9%DB%8C%D8%A7'}]",30,6
۱۴۰۱ ,سارینا اسماعیل‌زاده,از جان‌باختگان اعتراضات سراسری ۱۴۰۱ ایران,"[{'text': 'سارینا اسماعیل\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B1%DB%8C%D9%86%D8%A7_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",30,6
۱۴۰۱ ,محمدحسن ترکمان,از جان‌باختگان اعتراضات سراسری ۱۴۰۱ ایران,"[{'text': 'محمدحسن ترکمان', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%D8%AA%D9%87%E2%80%8C%D8%B4%D8%AF%D9%86_%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%D9%86_%D8%AA%D8%B1%DA%A9%D9%85%D8%A7%D9%86'}]",30,6
۱۴۰۱ ,محمدرضا سروری,از جان‌باختگان اعتراضات سراسری ۱۴۰۱ ایران,"[{'text': 'محمدرضا سروری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B3%D8%B1%D9%88%D8%B1%DB%8C'}]",30,6
۱۴۰۱ ,ساسان قربانی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,[],30,6
۱۴۰۱ ,عرفان رضایی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'عرفان رضایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D9%81%D8%A7%D9%86_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C'}]",30,6
۱۴۰۱ ,محسن قیصری,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'محسن قیصری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%82%DB%8C%D8%B5%D8%B1%DB%8C'}]",30,6
۱۴۰۱ ,علی مظفری,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'علی مظفری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%85%D8%B8%D9%81%D8%B1%DB%8C_%D8%B3%D8%A7%D9%84%D8%A7%D9%86%D9%82%D9%88%DA%86'}]",30,6
۱۴۰۱ ,سیاوش محمودی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سیاوش محمودی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%D9%88%D8%B4_%D9%85%D8%AD%D9%85%D9%88%D8%AF%DB%8C'}]",30,6
۱۴۰۱ ,ابوالفضل مهدی پور روشن,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'ابوالفضل مهدی پور روشن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%81%D8%B6%D9%84_%D9%85%D9%87%D8%AF%DB%8C_%D9%BE%D9%88%D8%B1_%D8%B1%D9%88%D8%B4%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",30,6
۱۳۵۹ ,خالد حیدری,ستوان خلبان مک‌دانل داگلاس اف-۴ فانتوم ۲ نیروی هوایی ارتش جمهوری اسلامی ایران,"[{'text': 'خالد حیدری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%A7%D9%84%D8%AF_%D8%AD%DB%8C%D8%AF%D8%B1%DB%8C'}]",31,6
۱۳۷۷ ,حمید حاجی‌زاده,شاعر و از قربانیان قتل‌های زنجیره‌ای ایران,"[{'text': 'حمید حاجی\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%AD%D8%A7%D8%AC%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",31,6
۱۳۸۰ ,حسین خطیبی,نویسنده و سیاستمدار,[],31,6
۱۳۸۶ ,پریدخت اقبال‌پور,بازیگر,"[{'text': 'پریدخت اقبال\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%DB%8C%D8%AF%D8%AE%D8%AA_%D8%A7%D9%82%D8%A8%D8%A7%D9%84%E2%80%8C%D9%BE%D9%88%D8%B1'}]",31,6
۱۳۸۶ ,علی‌محمد ورقا,مدیر گروه آموزش جغرافیای دانشگاه خوارزمی,[],31,6
۱۳۹۶ ,نادر گلچین,خواننده,"[{'text': 'نادر گلچین', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D8%B1_%DA%AF%D9%84%DA%86%DB%8C%D9%86'}]",31,6
۱۳۹۶ ,صادق برمکی,از شهروندان ایران,[],31,6
۱۴۰۱ ,پارسا رضادوست,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'پارسا رضادوست', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%B1%D8%B3%D8%A7_%D8%B1%D8%B6%D8%A7%D8%AF%D9%88%D8%B3%D8%AA'}]",31,6
۱۴۰۱ ,مهسا موگویی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'مهسا موگویی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B3%D8%A7_%D9%85%D9%88%DA%AF%D9%88%DB%8C%DB%8C'}]",31,6
۱۴۰۱ ,شیرین علیزاده,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'شیرین علیزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D8%B1%DB%8C%D9%86_%D8%B9%D9%84%DB%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",31,6
۱۴۰۱ ,ستاره تاجیک,از کشته‌شدگان خیزش ۱۴۰۱ ایران,[],31,6
۱۴۰۲ ,نعمت احمدی,حقوق‌دان و وکیل دادگستری,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'نعمت احمدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B9%D9%85%D8%AA_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C'}]",31,6
۱۴۰۳ ,رضا سراج,رئیس اطلاعات خارجی سازمان اطلاعات سپاه پاسداران انقلاب اسلامی,"[{'text': 'رضا سراج', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B3%D8%B1%D8%A7%D8%AC'}]",31,6
۱۳۸۵ ,جلال همتی,خواننده موسیقی مردمی (فولکلوریک) ایران,"[{'text': 'جلال همتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84_%D9%87%D9%85%D8%AA%DB%8C'}]",1,7
۱۴۰۰ ,علی لندی,شهروندی که در یک حادثه آتش‌سوزی جان ۲ خانم سالمند را نجات داد,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'علی لندی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%84%D9%86%D8%AF%DB%8C'}]",1,7
۱۴۰۱ ,بهار خورشیدی,شهروند ایرانی,"[{'text': 'بهار خورشیدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%A7%D8%B1_%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1,7
۱۴۰۱ ,امین تارخ,بازیگر,"[{'text': 'امین تارخ', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D9%86_%D8%AA%D8%A7%D8%B1%D8%AE'}]",2,7
۱۴۰۱ ,محمد جامه‌بزرگ,از شهروندان ایران,"[{'text': 'محمد جامه\u200cبزرگ', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D8%A7%D9%85%D9%87%E2%80%8C%D8%A8%D8%B2%D8%B1%DA%AF'}]",2,7
۱۳۱۳ ,میرزا ابوالقاسم کبیر قمی,فقیه شیعه,[],3,7
۱۳۲۱ ,غمام همدانی,شاعر معاصر ایرانی,"[{'text': 'غمام همدانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%85%D8%A7%D9%85_%D9%87%D9%85%D8%AF%D8%A7%D9%86%DB%8C'}]",3,7
۱۴۰۰ ,محمدمهدی یعقوبی,کشتی‌گیر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدمهدی یعقوبی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%85%D9%87%D8%AF%DB%8C_%DB%8C%D8%B9%D9%82%D9%88%D8%A8%DB%8C'}]",3,7
۱۳۶۱ ,رضا مافی,خطاط و نقاش,"[{'text': 'رضا مافی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%85%D8%A7%D9%81%DB%8C'}]",4,7
۱۳۹۴ ,هما روستا,بازیگر,"[{'text': 'هما روستا', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%85%D8%A7_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7'}]",4,7
۱۴۰۰ ,سیامک اطلسی,دوبلور و بازیگر,"[{'text': 'سیامک اطلسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%D9%85%DA%A9_%D8%A7%D8%B7%D9%84%D8%B3%DB%8C'}]",4,7
۱۳۶۳ ,سید عبدالله شیرازی,مراجع تقلید شیعه,"[{'text': 'سید عبدالله شیرازی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C'}]",5,7
۱۳۷۵ ,محمد نجیب‌الله,آخرین رییس دولت کمونیستی افغانستان و دبیرکل حزب دموکراتیک خلق افغانستان,"[{'text': 'محمد نجیب\u200cالله', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%86%D8%AC%DB%8C%D8%A8%E2%80%8C%D8%A7%D9%84%D9%84%D9%87'}]",5,7
۱۳۸۸ ,عباس بلوکی فر,نقاش,"[{'text': 'عباس بلوکی فر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A8%D9%84%D9%88%DA%A9%DB%8C%E2%80%8C%D9%81%D8%B1'}]",5,7
۱۴۰۲ ,امرالله صابری,بازیگر,"[{'text': 'امرالله صابری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D8%B5%D8%A7%D8%A8%D8%B1%DB%8C'}]",5,7
۹۶۱ ,وحشی بافقی,شاعر سده دهم,"[{'text': 'وحشی بافقی', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%AD%D8%B4%DB%8C_%D8%A8%D8%A7%D9%81%D9%82%DB%8C'}]",6,7
۱۳۵۶ ,حسین ناصحی,آهنگساز,"[{'text': 'حسین ناصحی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%86%D8%A7%D8%B5%D8%AD%DB%8C'}]",6,7
۱۳۸۶ ,حمید شیرزادگان,فوتبالیست,"[{'text': 'حمید شیرزادگان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%B4%DB%8C%D8%B1%D8%B2%D8%A7%D8%AF%DA%AF%D8%A7%D9%86'}]",6,7
۱۳۹۵ ,جمشید آموزگار,سی و هشتمین نخست وزیر ایران در زمان سلطنت محمدرضا پهلوی,"[{'text': 'جمشید آموزگار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%A2%D9%85%D9%88%D8%B2%DA%AF%D8%A7%D8%B1'}]",6,7
۱۳۹۹ ,محمدمهدی کتیبه,رئیس اداره دوم ستاد مشترک ارتش جمهوری اسلامی ایران و از نجات یافتگان انفجار در دفتر نخست‌وزیری جمهوری اسلامی ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدمهدی کتیبه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%85%D9%87%D8%AF%DB%8C_%DA%A9%D8%AA%DB%8C%D8%A8%D9%87'}]",6,7
۱۴۰۱ ,آرش عاشوری‌نیا,عکاس خبری و حامی اعتراض‌های مردم ایران,"[{'text': 'آرش عاشوری\u200cنیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%B4_%D8%B9%D8%A7%D8%B4%D9%88%D8%B1%DB%8C%E2%80%8C%D9%86%DB%8C%D8%A7'}]",6,7
۱۳۶۰ ,موسی نامجو,وزیر دفاع ایران,"[{'text': 'موسی نامجو', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%88%D8%B3%DB%8C_%D9%86%D8%A7%D9%85%D8%AC%D9%88'}]",7,7
۱۳۶۰ ,یوسف کلاهدوز,قائم‌مقام سپاه پاسداران انقلاب اسلامی,"[{'text': 'یوسف کلاهدوز', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D8%B3%D9%81_%DA%A9%D9%84%D8%A7%D9%87%D8%AF%D9%88%D8%B2'}]",7,7
۱۳۶۰ ,محمد جهان‌آرا,فرماندهٔ سپاه پاسداران انقلاب اسلامی خرمشهر,"[{'text': 'محمد جهان\u200cآرا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D9%87%D8%A7%D9%86%E2%80%8C%D8%A2%D8%B1%D8%A7'}]",7,7
۱۳۶۰ ,جواد فکوری فرمانده نیروی هوایی و وزارت دفاع و پشتیبانی نیروهای مسلح جمهوری اسلامی ایران,,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جواد فکوری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D9%81%DA%A9%D9%88%D8%B1%DB%8C'}, {'text': 'نیروی هوایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%B1%D9%88%DB%8C_%D9%87%D9%88%D8%A7%DB%8C%DB%8C'}, {'text': 'وزارت دفاع و پشتیبانی نیروهای مسلح', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B2%D8%A7%D8%B1%D8%AA_%D8%AF%D9%81%D8%A7%D8%B9_%D9%88_%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C_%D9%86%DB%8C%D8%B1%D9%88%D9%87%D8%A7%DB%8C_%D9%85%D8%B3%D9%84%D8%AD'}]",7,7
۱۳۶۰ ,ولی‌الله فلاحی فرماندهی نیروی زمینی ارتش جمهوری اسلامی ایران,,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'نیروی زمینی ارتش جمهوری اسلامی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%B1%D9%88%DB%8C_%D8%B2%D9%85%DB%8C%D9%86%DB%8C_%D8%A7%D8%B1%D8%AA%D8%B4_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ولی\u200cالله فلاحی', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D9%84%DB%8C%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%81%D9%84%D8%A7%D8%AD%DB%8C'}]",7,7
۱۳۶۰ ,سیدعبدالکریم هاشمی نژاد روحانی انقلابی,,[],7,7
۱۳۷۴ ,محمد حسن صافی اصفهانی زعیم حوزه علمیه اصفهان,,[],7,7
