year,month,day,title,link,category
1328,8.0,13,_ ترورعبدالحسین هژیراز نخست وزیران دوره پهلوی هنگام خروج از مجلس عزاداری در مسجد سپهسالار تهران توسطحسن امامیاز اعضای جمعیت فدائیان اسلام.,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%87%DA%98%DB%8C%D8%B1,Death
1328,9.0,3,محمدعلی شاه آبادیفیلسوف ایرانی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B4%D8%A7%D9%87%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C,Death
1329,4.0,17,حاج مرزوق عرب حائری، روحانی و مداح عراقی,https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AC_%D9%85%D8%B1%D8%B2%D9%88%D9%82_%D8%B9%D8%B1%D8%A8_%D8%AD%D8%A7%D8%A6%D8%B1%DB%8C,Death
1329,4.0,21,مصطفی عدل، حقوقدان و سیاستمدار,https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%B9%D8%AF%D9%84,Death
1329,11.0,14,حسن وثوق الدوله، سیاستمدار ایرانی در اواخر دوره قاجار و اوایل دوره پهلوی و از صدراعظم های ایرانی,https://fa.wikipedia.org/wiki/%D9%88%D8%AB%D9%88%D9%82%E2%80%8C%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%87,Death
1329,12.0,16,حاجعلی رزم آرا، نخست وزیر وقت ایران,https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AC%D8%B9%D9%84%DB%8C_%D8%B1%D8%B2%D9%85%E2%80%8C%D8%A2%D8%B1%D8%A7,Death
1330,1.0,19,صادق هدایتنویسنده، مترجم وروشنفکرایرانی.,https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D9%87%D8%AF%D8%A7%DB%8C%D8%AA,Death
1330,2.0,1,محمدتقی بهار، ملقب به ملک الشعرا شاعر، روزنامه نگار، ادیب، تاریخ نویس، و سیاستمدار ایرانی.,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%A8%D9%87%D8%A7%D8%B1,Death
1331,,,سرتیپمحمد درگاهی، رئیسنظمیه،رئیس شهربانی کل کشور,https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D9%85%DB%8C%D9%87,Death
1332,3.0,24,میرزا عبدالحسین ذوالریاستین شیرازی(مونسعلیشاه),https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D8%B0%D9%88%D8%A7%D9%84%D8%B1%DB%8C%D8%A7%D8%B3%D8%AA%DB%8C%D9%86_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C,Death
1333,8.0,19,حسین فاطمیوزیر امور خارجه دولتمحمد مصدق,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%81%D8%A7%D8%B7%D9%85%DB%8C,Death
1334,4.0,28,احمد قوام، سیاستمدار ایرانی در دوره قاجار و پهلوی,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%82%D9%88%D8%A7%D9%85,Death
1334,6.0,12,سیدحسین طاهرزاده، خواننده موسیقی,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B7%D8%A7%D9%87%D8%B1%D8%B2%D8%A7%D8%AF%D9%87,Death
1334,11.0,21,عباس اقبال آشتیانی، نویسنده، تاریخ نگار و استاد دانشگاه,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A7%D9%82%D8%A8%D8%A7%D9%84_%D8%A2%D8%B4%D8%AA%DB%8C%D8%A7%D9%86%DB%8C,Death
1334,10.0,27,نواب صفوی، طلبه و بنیانگذار گروه فدائیان اسلام در ایران,https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%A7%D8%A8_%D8%B5%D9%81%D9%88%DB%8C,Death
