day,month,person,details,person_links,year
2.0,3.0,احمد پارسا,نخستین استاد گیاه‌شناسی دانشگاه تهران (زاده ۱۲۸۶),"[{'text': 'احمد پارسا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%BE%D8%A7%D8%B1%D8%B3%D8%A7'}]",1376
31.0,3.0,سید محمدباقر سلطانی,فقیه (زاده ۱۲۹۲),"[{'text': 'سید محمدباقر سلطانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D8%A8%D8%A7%D9%82%D8%B1_%D8%B3%D9%84%D8%B7%D8%A7%D9%86%DB%8C'}]",1376
1.0,4.0,ابراهیم منصفی,شاعر، ترانه سرا، خنیاگر و نویسنده (زاده ۱۳۲۴),"[{'text': 'ابراهیم منصفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D9%85%D9%86%D8%B5%D9%81%DB%8C'}]",1376
10.0,4.0,محمدعلی مجتهدی گیلانی,استاد دانشکده فنی دانشگاه تهران، رئیس دبیرستان البرز و بنیان‌گذار دانشگاه صنعتی شریف (زاده ۱۲۸۷),"[{'text': 'محمدعلی مجتهدی گیلانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D9%85%D8%AC%D8%AA%D9%87%D8%AF%DB%8C_%DA%AF%DB%8C%D9%84%D8%A7%D9%86%DB%8C'}]",1376
27.0,4.0,ناصر مهدی‌پور,کارگردان (زاده ۱۳۳۴),"[{'text': 'ناصر مهدی\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%85%D9%87%D8%AF%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1'}]",1376
28.0,4.0,آیت‌الله سید رضا بهاءالدینی,فقیه و عارف شیعه اهل ایران (زاده ۱۲۸۷),"[{'text': 'سید رضا بهاءالدینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D8%B6%D8%A7_%D8%A8%D9%87%D8%A7%D8%A1%D8%A7%D9%84%D8%AF%DB%8C%D9%86%DB%8C'}]",1376
3.0,5.0,آیت‌الله العظمی سید محمد روحانی,فقید و روحانی و از مراجع تقلید شیعه (زاده ۱۲۹۹),"[{'text': 'سید محمد روحانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%B1%D9%88%D8%AD%D8%A7%D9%86%DB%8C'}]",1376
23.0,5.0,ناصر فرهنگ فر,نوازنده تنبک (زاده ۱۳۲۶),"[{'text': 'ناصر فرهنگ فر', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%81%D8%B1%D9%87%D9%86%DA%AF%E2%80%8C%D9%81%D8%B1'}]",1376
4.0,6.0,بیژن نجدی,شاعر و داستان‌نویس (زاده ۱۳۲۰),"[{'text': 'بیژن نجدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%DA%98%D9%86_%D9%86%D8%AC%D8%AF%DB%8C'}]",1376
6.0,6.0,سید جلیل سیدزاده,سیاستمدار (زاده ۱۳۱۹),"[{'text': 'سید جلیل سیدزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D9%84%DB%8C%D9%84_%D8%B3%DB%8C%D8%AF%D8%B2%D8%A7%D8%AF%D9%87'}]",1376
9.0,6.0,استاد محمدکریم پیرنیا,پدر معماری سنتی ایران (زاده ۱۲۹۹),"[{'text': 'محمدکریم پیرنیا', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%DA%A9%D8%B1%DB%8C%D9%85_%D9%BE%DB%8C%D8%B1%D9%86%DB%8C%D8%A7'}]",1376
11.0,7.0,منوچهر مطیعی,داستان‌نویس و فیلمنامه‌نویس (زاده ۱۳۰۴),"[{'text': 'منوچهر مطیعی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D9%85%D8%B7%DB%8C%D8%B9%DB%8C'}]",1376
14.0,8.0,بابکن چوگاسزیان,ایران‌شناس و خاورشناس ایرانی ارمنی تبار (زاده ۱۳۰۲),"[{'text': 'بابکن چوگاسزیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8%DA%A9%D9%86_%DA%86%D9%88%DA%AF%D8%A7%D8%B3%D8%B2%DB%8C%D8%A7%D9%86'}]",1376
14.0,8.0,علی تابش,گوینده رادیو و کمدین (زاده ۱۳۰۴),"[{'text': 'علی تابش', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%AA%D8%A7%D8%A8%D8%B4'}]",1376
15.0,8.0,جهانگیر فروهر,بازیگر و پدر لیلا فروهر (زاده ۱۲۹۵),"[{'text': 'جهانگیر فروهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86%DA%AF%DB%8C%D8%B1_%D9%81%D8%B1%D9%88%D9%87%D8%B1'}]",1376
17.0,8.0,محمدعلی جمال‌زاده,نویسنده و پدر داستان‌نویسی ایران (زاده ۱۲۷۰),"[{'text': 'محمدعلی جمال\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%AC%D9%85%D8%A7%D9%84%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",1376
17.0,8.0,پروین صوفی,سیاستمدار (زاده ؟),"[{'text': 'پروین صوفی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D9%86_%D8%B5%D9%88%D9%81%DB%8C'}]",1376
8.0,9.0,غلامحسین فیض اللهی,از برجسته‌ترین میناسازان (زاده ۱۳۰۷),"[{'text': 'غلامحسین فیض اللهی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D9%81%DB%8C%D8%B6_%D8%A7%D9%84%D9%84%D9%87%DB%8C'}]",1376
21.0,9.0,مظفر سلطانی,بازیگر (زاده ۱۳۱۸),"[{'text': 'مظفر سلطانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B8%D9%81%D8%B1_%D8%B3%D9%84%D8%B7%D8%A7%D9%86%DB%8C'}]",1376
23.0,9.0,شاه‌میرزا مرادی,نوازنده سرنا (زاده ۱۳۰۷),"[{'text': 'شاه\u200cمیرزا مرادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%E2%80%8C%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D9%85%D8%B1%D8%A7%D8%AF%DB%8C'}]",1376
5.0,10.0,محسن دولو,کاریکاتوریست (زاده ۱۲۹۹),"[{'text': 'محسن دولو', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%AF%D9%88%D9%84%D9%88'}]",1376
18.0,10.0,عبدالواحد خنجی,روزنامه نگار (زاده ۱۳۰۷),"[{'text': 'عبدالواحد خنجی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%88%D8%A7%D8%AD%D8%AF_%D8%AE%D9%86%D8%AC%DB%8C'}]",1376
21.0,10.0,کامبیز صمیمی‌مفخم,طراح عروسک، طراح صحنه و لباس، عروسک‌ساز، عروسک گردان و کارگردان (زاده ۱۳۳۱),"[{'text': 'کامبیز صمیمی\u200cمفخم', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%85%D8%A8%DB%8C%D8%B2_%D8%B5%D9%85%DB%8C%D9%85%DB%8C_%D9%85%D9%81%D8%AE%D9%85'}]",1376
24.0,10.0,محمد قاضی,مترجم (زاده ۱۲۹۲),"[{'text': 'محمد قاضی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%82%D8%A7%D8%B6%DB%8C'}]",1376
26.0,10.0,محمود حلبی,روحانی شیعه (زاده ۱۲۷۹),"[{'text': 'محمود حلبی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AD%D9%84%D8%A8%DB%8C'}]",1376
13.0,11.0,علی تبریزلی,شاعر و نویسنده (زاده ۱۳۰۸),"[{'text': 'علی تبریزلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2%D9%84%DB%8C'}]",1376
7.0,1.0,لرتا,بازیگر تئاتر و سینما ایرانی ارمنی‌تبار (زاده ۱۲۹۰),"[{'text': 'لرتا', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%B1%D8%AA%D8%A7'}]",1377
14.0,1.0,احمد آرام,مترجم و نویسنده و از تدوین کنندگان دائرةالمعارف فارسی (زاده ۱۲۸۱),"[{'text': 'احمد آرام', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%A2%D8%B1%D8%A7%D9%85'}]",1377
18.0,1.0,سیروس قایقران,بازیکن فوتبال (زاده ۱۳۴۰),"[{'text': 'سیروس قایقران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%B1%D9%88%D8%B3_%D9%82%D8%A7%DB%8C%D9%82%D8%B1%D8%A7%D9%86'}]",1377
4.0,3.0,فرشته جنابی,بازیگر (زاده ۱۳۲۷),"[{'text': 'فرشته جنابی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B4%D8%AA%D9%87_%D8%AC%D9%86%D8%A7%D8%A8%DB%8C'}]",1377
26.0,3.0,جعفر شریف‌امامی,شصت و پنجمین و هفتاد و یکمین نخست‌وزیر ایران (زاده ۱۲۹۱),"[{'text': 'جعفر شریف\u200cامامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D8%B4%D8%B1%DB%8C%D9%81%E2%80%8C%D8%A7%D9%85%D8%A7%D9%85%DB%8C'}]",1377
10.0,4.0,سهراب شهید ثالث,کارگردان، فیلنامه‌نویس و مترجم (زاده ۱۳۲۳),"[{'text': 'سهراب شهید ثالث', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%87%D8%B1%D8%A7%D8%A8_%D8%B4%D9%87%DB%8C%D8%AF_%D8%AB%D8%A7%D9%84%D8%AB'}]",1377
13.0,4.0,صادق چوبک,نویسنده و پدر داستان‌نویسی ایران (زاده ۱۲۹۵),"[{'text': 'صادق چوبک', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%DA%86%D9%88%D8%A8%DA%A9'}]",1377
17.0,5.0,ناصر ریگی,سرکنسول ایران در مزارشریف افغانستان که توسط نیروهای طالبان به قتل رسید (زاده ؟),"[{'text': 'ناصر ریگی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D8%B1%DB%8C%DA%AF%DB%8C'}]",1377
17.0,5.0,محمود صارمی,خبرنگار ایرانی و مسئول دفتر خبرگزاری جمهوری اسلامی ایران در مزارشریف که توسط نیروهای طالبان به قتل رسید (زاده ۱۳۴۷),"[{'text': 'محمود صارمی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B5%D8%A7%D8%B1%D9%85%DB%8C'}]",1377
25.0,5.0,غلامحسین بیگدلی,شاعر، ادیب، خوشنویس و پژوهشگر (زاده ۱۲۹۷),"[{'text': 'غلامحسین بیگدلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%DB%8C%DA%AF%D8%AF%D9%84%DB%8C'}]",1377
1.0,6.0,اسدالله لاجوردی,رئیس زندان اوین و دادستان انقلاب تهران که توسط سازمان مجاهدین خلق ایران ترور شد (زاده ۱۳۱۲),"[{'text': 'اسدالله لاجوردی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D9%84%D8%A7%D8%AC%D9%88%D8%B1%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1377
6.0,6.0,تیمسار ارتشبد حسن طوفانیان,نظامی (زاده ۱۲۹۲),"[{'text': 'حسن طوفانیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B7%D9%88%D9%81%D8%A7%D9%86%DB%8C%D8%A7%D9%86'}]",1377
31.0,6.0,حمید حاجی‌زاده متخلص به سحر,شاعر ایرانی و از قربانیان قتل‌های زنجیره‌ای (زاده ۱۳۲۹),"[{'text': 'حمید حاجی\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%AD%D8%A7%D8%AC%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",1377
18.0,7.0,مصطفی مقربی,نویسنده، پژوهشگر و زبانشناس (زاده ۱۲۹۳),"[{'text': 'مصطفی مقربی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D9%85%D9%82%D8%B1%D8%A8%DB%8C'}]",1377
25.0,8.0,محمدتقی جعفری,فیلسوف، مولوی‌شناس، جامعه‌شناس، روان‌شناس و از مفسران نهج البلاغه (زاده ۱۳۰۴),"[{'text': 'محمدتقی جعفری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%AC%D8%B9%D9%81%D8%B1%DB%8C'}]",1377
28.0,8.0,مجید شریف,نویسنده و مترجم و از نویسندگان ماهنامه ایران فردا و از قربانیان قتل‌های زنجیره‌ای ایران (زاده ۱۳۲۹),"[{'text': 'مجید شریف', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D8%B4%D8%B1%DB%8C%D9%81'}]",1377
29.0,8.0,سید ابوالفضل قاضی,حقوقدان، شاعر و نویسنده (زاده ۱۳۱۰),"[{'text': 'سید ابوالفضل قاضی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%81%D8%B6%D9%84_%D9%82%D8%A7%D8%B6%DB%8C'}]",1377
1.0,9.0,داریوش فروهر,دبیرکل حزب ملت ایران و وزیر کار در دولت مهدی بازرگان و از قربانیان قتل‌های زنجیره‌ای ایران و همسر پروانه اسکندری (زاده ۱۳۰۷),"[{'text': 'داریوش فروهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%D9%81%D8%B1%D9%88%D9%87%D8%B1'}]",1377
1.0,9.0,پروانه اسکندری,عضو جبهه ملی ایران و نخستین زن عضو این جبهه و از قربانیان قتل‌های زنجیره‌ای ایران و همسر داریوش فروهر (زاده ۱۳۱۷),"[{'text': 'پروانه اسکندری', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D9%86%D9%87_%D8%A7%D8%B3%DA%A9%D9%86%D8%AF%D8%B1%DB%8C'}]",1377
2.0,9.0,وجیه‌الله فاضل,دادستان تهران پیش از انقلاب (زاده ۱۲۸۶),"[{'text': 'وجیه\u200cالله فاضل', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%AC%DB%8C%D9%87%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%81%D8%A7%D8%B6%D9%84'}]",1377
7.0,9.0,حمید مصدق,شاعر و حقوقدان (زاده ۱۳۱۸),"[{'text': 'حمید مصدق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D9%85%D8%B5%D8%AF%D9%82'}]",1377
10.0,9.0,عایشه عبدالرحمان,نویسنده، شاعر، متفکر و معلم فقه و اخلاق مصری (زاده ۱۲۹۲),"[{'text': 'عایشه عبدالرحمان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A7%DB%8C%D8%B4%D9%87_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D8%A7%D9%86'}]",1377
12.0,9.0,محمد مختاری,شاعر، نویسنده، مترجم و منتقد چپ‌گرای ایرانی و از فعالینِ کانون نویسندگان ایران که در جریان ترورهای موسوم به قتل‌های زنجیره‌ای ایران توسط عوامل وزارت اطلاعات به قتل رسید (زاده ۱۳۲۱),"[{'text': 'محمد مختاری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%AE%D8%AA%D8%A7%D8%B1%DB%8C'}]",1377
18.0,9.0,محمد جعفر پوینده,مترجم، نویسنده و جامعه‌شناس و از اعضای کانون نویسندگان ایران که در جریان ترورهای موسوم به قتل‌های زنجیره‌ای ایران توسط عوامل وزارت اطلاعات به قتل رسید (زاده ۱۳۳۳),"[{'text': 'محمد جعفر پوینده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D8%B9%D9%81%D8%B1_%D9%BE%D9%88%DB%8C%D9%86%D8%AF%D9%87'}]",1377
27.0,9.0,محمدتقی فلسفی,واعظ و از شخصیت‌های مبارز انقلاب اسلامی ایران (زاده ۱۲۸۷),"[{'text': 'محمدتقی فلسفی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%81%D9%84%D8%B3%D9%81%DB%8C'}]",1377
22.0,10.0,جمشید امینی,از بزرگ‌ترین طراحان فرش نوین ایران (زاده ۱۲۸۲),"[{'text': 'جمشید امینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%A7%D9%85%DB%8C%D9%86%DB%8C'}]",1377
30.0,10.0,شکرالله رفیعی,کارگردان و تهیه‌کننده (زاده ۱۲۹۹),"[{'text': 'شکرالله رفیعی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%DA%A9%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D8%B1%D9%81%DB%8C%D8%B9%DB%8C'}]",1377
4.0,11.0,ابراهیم صهبا,نویسنده و شاعر و روزنامه‌نگار (زاده ۱۲۹۰),"[{'text': 'ابراهیم صهبا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%B5%D9%87%D8%A8%D8%A7'}]",1377
11.0,11.0,احمد آذری قمی,دادستان انقلاب تهران (زاده ۱۳۰۳),"[{'text': 'احمد آذری قمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%A2%D8%B0%D8%B1%DB%8C_%D9%82%D9%85%DB%8C'}]",1377
12.0,11.0,محمدتقی مسعودیه,موسیقیدان و آهنگساز (زاده ۱۳۰۶),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدتقی مسعودیه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%85%D8%B3%D8%B9%D9%88%D8%AF%DB%8C%D9%87'}]",1377
29.0,11.0,آیت‌الله العظمی سید محمد صدر,از مراجع تقلید بنام شیعه عراقی (زاده ۱۳۲۲),"[{'text': 'سید محمد صدر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%B5%D8%AF%D8%B1'}]",1377
6.0,12.0,ابوالحسن ابتهاج,سیاستمدار (زاده ۱۲۷۸),"[{'text': 'ابوالحسن ابتهاج', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D8%AD%D8%B3%D9%86_%D8%A7%D8%A8%D8%AA%D9%87%D8%A7%D8%AC'}]",1377
10.0,12.0,جمشیدسروش سروشیان,نویسنده، تاریخدان، زبانشناس، کتابشناس و اوستاپژوه و موبد زرتشتیان کرمان (زاده ۱۲۹۳),"[{'text': 'جمشیدسروش سروشیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF%D8%B3%D8%B1%D9%88%D8%B4_%D8%B3%D8%B1%D9%88%D8%B4%DB%8C%D8%A7%D9%86'}]",1377
14.0,12.0,خانبابا بیانی,نویسنده، استاد دانشگاه، تاریخدان، مترجم و بنیان‌گذار دانشگاه تبریز (زاده ۱۲۸۸),"[{'text': 'خانبابا بیانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%A7%D9%86%D8%A8%D8%A7%D8%A8%D8%A7_%D8%A8%DB%8C%D8%A7%D9%86%DB%8C'}]",1377
21.0,12.0,آیت‌الله محمود انصاری قمی,عالم شیعه (زاده ۱۳۰۰),[],1377
25.0,12.0,سیروس طاهباز,نویسنده و مترجم (زاده ۱۳۱۸),"[{'text': 'سیروس طاهباز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%B1%D9%88%D8%B3_%D8%B7%D8%A7%D9%87%D8%A8%D8%A7%D8%B2'}]",1377
14.0,1.0,احمد آرام,مترجم و نویسنده (زاده ۱۲۸۳),"[{'text': 'احمد آرام', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%A2%D8%B1%D8%A7%D9%85'}]",1378
19.0,1.0,عفت تجارت‌چی,اولین خلبان زن ایرانی (زاده ۱۲۹۶),"[{'text': 'عفت تجارت\u200cچی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%81%D8%AA_%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA%E2%80%8C%DA%86%DB%8C'}]",1378
21.0,1.0,امیر سپهبد علی صیاد شیرازی,فرمانده نیروی زمینی ارتش جمهوری اسلامی ایران {ترور} (زادهٔ ۱۳۲۳),"[{'text': 'علی صیاد شیرازی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B5%DB%8C%D8%A7%D8%AF_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C'}]",1378
24.0,1.0,داریوش کوشان,کارگردان (زاده ۱۳۳۰),"[{'text': 'داریوش کوشان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%DA%A9%D9%88%D8%B4%D8%A7%D9%86'}]",1378
7.0,2.0,غلامعلی رعدی آذرخشی,شاعر (زادهٔ ۱۲۸۸),"[{'text': 'غلامعلی رعدی آذرخشی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B9%D9%84%DB%8C_%D8%B1%D8%B9%D8%AF%DB%8C_%D8%A2%D8%B0%D8%B1%D8%AE%D8%B4%DB%8C'}]",1378
8.0,2.0,احمد نجیب‌زاده,فیلمنامه‌نویس و کارگردان (زاده ۱۳۱۹),"[{'text': 'احمد نجیب\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%86%D8%AC%DB%8C%D8%A8%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",1378
15.0,2.0,نصرالله خادم,بنیان‌گذار سازمان زمین‌شناسی و اکتشافات معدنی کشور (زاده ۱۲۸۹),"[{'text': 'نصرالله خادم', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B5%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D8%A7%D8%AF%D9%85'}]",1378
2.0,3.0,مرتضی راوندی,تاریخ‌نویس و هنرپیشه (زادهٔ ۱۳۰۹),"[{'text': 'مرتضی راوندی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D8%B1%D8%A7%D9%88%D9%86%D8%AF%DB%8C'}]",1378
12.0,3.0,ملکه ملک‌زاده بیانی,باستان‌شناس و سکه‌شناس (زاده ۱۲۸۹),"[{'text': 'ملکه ملک\u200cزاده بیانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%84%DA%A9%D9%87_%D9%85%D9%84%DA%A9%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87_%D8%A8%DB%8C%D8%A7%D9%86%DB%8C'}]",1378
20.0,3.0,ذبیح‌الله صفا,پژوهشگر و نویسنده (زادهٔ ۱۲۹۰),"[{'text': 'ذبیح\u200cالله صفا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B0%D8%A8%DB%8C%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%B5%D9%81%D8%A7'}]",1378
20.0,3.0,سعید امامی,از مأمورین بلندپایه وزارت اطلاعات جمهوری اسلامی ایران و عامل اصلی قتل‌های زنجیره‌ای ایران (زادهٔ ۱۳۳۶),"[{'text': 'سعید امامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%A7%D9%85%D8%A7%D9%85%DB%8C'}]",1378
20.0,3.0,عبدالله توکل,مترجم (زادهٔ ۱۳۰۳),"[{'text': 'عبدالله توکل', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%AA%D9%88%DA%A9%D9%84'}]",1378
20.0,3.0,مهدی تاکستانی,موسیقیدان (زادهٔ ۱۳۰۴),"[{'text': 'مهدی تاکستانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%AA%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86%DB%8C'}]",1378
6.0,4.0,گارگین ساروخانیان,پزشک ایرانی ارمنی‌تبار (زاده ۱۳۰۲),"[{'text': 'گارگین ساروخانیان', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D8%A7%D8%B1%DA%AF%DB%8C%D9%86_%D8%B3%D8%A7%D8%B1%D9%88%D8%AE%D8%A7%D9%86%DB%8C%D8%A7%D9%86'}]",1378
18.0,4.0,عزت‌الله ابراهیم‌نژاد,کشته شده در وقایع حمله به کوی دانشگاه تهران (زاده ؟),"[{'text': 'عزت\u200cالله ابراهیم\u200cنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B2%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF'}]",1378
18.0,4.0,فرشته علیزاده,کشته شده در وقایع حمله به کوی دانشگاه تهران (زاده ؟),"[{'text': 'فرشته علیزاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B4%D8%AA%D9%87_%D8%B9%D9%84%DB%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",1378
