Day,Month,Year,Wiki_URL
9,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
10,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
11,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
12,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
13,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
14,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
15,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
16,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
17,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
18,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
19,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
20,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
21,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
22,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
23,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
24,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
25,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
26,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
27,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
28,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
29,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
30,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
31,5,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
1,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
2,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
3,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
4,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
5,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
6,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
7,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
8,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
9,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
10,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
11,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
12,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
13,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
14,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
15,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
16,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
17,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
18,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
19,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
20,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
21,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
22,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
23,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
24,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
25,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
26,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
27,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
28,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
29,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
30,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
31,6,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
1,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
2,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
3,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
4,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
5,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
6,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
7,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
8,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
9,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
10,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
11,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
12,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
13,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
14,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
15,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
16,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
17,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
18,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
19,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
20,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
21,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
22,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
23,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
24,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
25,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
26,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
27,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
28,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
29,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
30,7,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
1,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
2,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
3,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
4,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
5,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
6,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
7,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
8,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
9,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
10,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
11,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
12,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
13,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
14,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
15,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
16,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
17,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
18,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
19,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
20,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
21,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
22,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
23,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
24,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
25,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
26,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
27,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
28,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
29,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
30,8,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
1,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
2,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
3,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
4,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
5,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
6,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
7,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
8,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
9,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
10,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
11,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
12,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
13,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
14,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
15,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
16,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
17,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
18,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
19,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
20,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
21,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
22,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
23,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
24,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
25,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
26,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
27,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
28,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
29,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
30,9,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
1,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
2,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
3,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
4,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
5,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
6,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
7,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
8,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
9,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
10,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
11,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
12,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
13,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
14,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
15,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
16,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
17,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
18,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
19,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
20,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
21,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
22,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
23,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
24,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
25,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
26,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
27,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
28,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
29,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
30,10,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
1,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
2,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
3,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
4,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
5,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
6,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
7,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
8,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
9,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
10,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
11,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
12,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
13,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
14,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
15,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
16,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
17,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
18,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
19,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
20,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
21,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
22,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
23,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
24,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
25,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
26,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
27,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
28,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
29,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
30,11,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
1,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
2,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
3,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
4,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
5,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
6,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
7,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
8,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
9,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
10,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
11,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
12,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
13,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
14,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
15,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
16,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
17,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
18,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
19,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
20,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
21,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
22,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
23,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
24,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
25,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
26,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
27,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
28,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
29,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
30,12,1300,https://fa.wikipedia.org/wiki/1300_(خورشیدی)
1,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
2,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
3,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
4,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
5,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
6,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
7,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
8,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
9,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
10,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
11,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
12,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
13,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
14,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
15,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
16,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
17,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
18,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
19,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
20,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
21,1,1301,https://fa.wikipedia.org/wiki/1301_(خورشیدی)
